id,vectors,meta.case_id,meta.advocates,meta.win_side,meta.votes_side,year
21463,[],2010_09-530,"{'neal_kumar_katyal': {'side': 1, 'role': 'Acting Solicitor General, Department of Justice, for the petitioners'}, 'dan_stormer': {'side': 0, 'role': 'for the respondents'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 1}",2010
22349,[],2010_10-568,"{'john_p_elwood': {'side': 1, 'role': 'for the petitioner'}, 'e_joshua_rosenkranz': {'side': 0, 'role': 'on behalf of the respondent'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2010
22518,[],2010_09-737,"{'david_e_mills': {'side': 1, 'role': 'for the petitioner'}, 'benjamin_c_mizer': {'side': 0, 'role': 'Solicitor General of Ohio, for the respondents'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2010
23108,[],2010_09-6822,"{'alfredo_parrish': {'side': 1, 'role': 'for the petitioner (appointed by the Court)'}, 'roy_w_mcleese': {'side': 0, 'role': 'Acting Solicitor General, Department of Justice, for the respondent'}, 'adam_g_ciongoli': {'side': 2, 'role': 'for amicus curiae in support of the judgment below (appointed by the Court)'}, 'roy_w_mcleese_iii': {'side': 1, 'role': 'on behalf of the respondent, in support of the petitioner'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 1}",2010
22229,[],2010_09-993,"{'jay_p_lefkowitz': {'side': 1, 'role': 'for the petitioners'}, 'louis_m_bograd': {'side': 0, 'role': 'for the respondents'}, 'edwin_s_kneedler': {'side': 2, 'role': 'Deputy Solicitor General, Department of Justice, for the United States as amicus curiae, supporting the respondents'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 0, 'j__elena_kagan': 0}",2010
22379,[],2010_09-658,"{'john_r_kroger': {'side': 1, 'role': 'Attorney General of Oregon, for the petitioner'}, 'steven_t_wax': {'side': 0, 'role': 'for the respondent'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 1}",2010
21417,[],2010_09-907,"{'christopher_p_burke': {'side': 1, 'role': 'for the petitioner'}, 'deanne_e_maynard': {'side': 0, 'role': 'for the respondent'}, 'nicole_saharsky': {'side': 2, 'role': 'Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 0, 'j__elena_kagan': 0}",2010
22538,[],2010_10-188,"{'steven_alan_reiss': {'side': 1, 'role': 'for the petitioner'}, 'jonathan_willens': {'side': 0, 'role': 'for the respondent'}, 'melissa_arbus_sherry': {'side': 2, 'role': 'Assistant to the Solicitor General, Department of Justice, for the United States as amicus curiae, supporting the respondent'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 0}",2010
21948,[],2010_09-9000,"{'robert_c_owen': {'side': 1, 'role': 'for the petitioner'}, 'gregory_s_coleman': {'side': 0, 'role': 'for the respondent'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2010
22838,[],2010_09-1205,"{'richard_monahan': {'side': 1, 'role': 'for the petitioners'}, 'philip_s_beck': {'side': 0, 'role': 'for the respondent'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2010
21293,[],2010_09-751,"{'sean_e_summers': {'side': 1, 'role': 'for the petitioner'}, 'margie_j_phelps': {'side': 0, 'role': 'for the respondents'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 0, 'j__elena_kagan': 0}",2010
22776,[],2010_10-779,"{'bridget_c_asay': {'side': 1, 'role': 'for the petitioners'}, 'edwin_s_kneedler': {'side': 2, 'role': 'Deputy Solicitor General, Department of Justice, for the United States as amicus curiae, supporting the petitioners'}, 'thomas_c_goldstein': {'side': 0, 'role': 'for the respondents'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 0, 'j__elena_kagan': 1}",2010
21421,[],2010_08-1438,"{'kevin_k_russell': {'side': 1, 'role': 'for the petitioner'}, 'sarah_e_harrington': {'side': 2, 'role': 'Assistant to the Solicitor General, Department of Justice, for the United States as amicus curiae supporting the petitioner'}, 'james_c_ho': {'side': 0, 'role': 'Solicitor General of Texas, for the respondents'}, 'sarah_harrington': {'side': 3, 'role': 'inferred'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 1}",2010
21423,[],2010_09-400,"{'eric_schnapper': {'side': 1, 'role': 'for the petitioner'}, 'eric_d_miller': {'side': 2, 'role': 'Assistant to the Solicitor General, Department of Justice, for the United States as amicus curiae supporting the petitioner'}, 'roy_g_davis': {'side': 0, 'role': 'for the respondent'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 1}",2010
21696,[],2010_10-179,"{'kent_l_richland': {'side': 1, 'role': 'for the petitioner'}, 'malcolm_l_stewart': {'side': 2, 'role': 'Deputy Solicitor General, Department of Justice, as amicus curiae, supporting the petitioner'}, 'roy_t_englert_jr': {'side': 0, 'role': 'on behalf of respondent'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2010
21901,[],2010_09-11311,"{'william_e_marsh': {'side': 1, 'role': 'for the petitioner'}, 'jeffrey_b_wall': {'side': 0, 'role': 'Assistant to the Solicitor General, Department of Justice, for the respondent'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 0, 'j__elena_kagan': 1}",2010
23038,[],2010_10-313,"{'john_j_bursch': {'side': 1, 'role': 'for the petitioner'}, 'eric_d_miller': {'side': 2, 'role': 'Assistant to the Solicitor General, Department of Justice, for the United States as amicus curiae supporting the petitioner'}, 'scott_h_angstreich': {'side': 0, 'role': 'for the respondent'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 1}",2010
21795,[],2010_10-5400,"{'reuben_c_cahn': {'side': 1, 'role': 'for the petitioner'}, 'matthew_d_roberts': {'side': 0, 'role': 'Assistant to the Solicitor General, Department of Justice, for the respondent in support of vacatur'}, 'stephanos_bibas': {'side': 2, 'role': 'for amicus curiae (appointed by the Court)'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2010
22673,[],2010_09-291,"{'eric_schnapper': {'side': 1, 'role': 'for the petitioner'}, 'leondra_r_kruger': {'side': 2, 'role': 'Acting Principal Deputy Solicitor General, Department of Justice, for the United States as amicus curiae, supporting the petitioner'}, 'leigh_gross_latherow': {'side': 0, 'role': 'for the respondent'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 1}",2010
21963,[],2010_09-11556,"{'kristina_schwarz': {'side': 1, 'role': 'for the petitioner'}, 'caitlin_j_halligan': {'side': 0, 'role': 'for the respondent'}, 'pratik_shah': {'side': 2, 'role': 'Assistant to the Solicitor General, Department of Justice, for the United States as amicus curiae, supporting the respondent'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 0, 'j__elena_kagan': 0}",2010
23023,[],2010_10-10,"{'seth_p_waxman': {'side': 1, 'role': 'for the petitioner'}, 'leondra_r_kruger': {'side': 2, 'role': 'Acting Principal Deputy Solicitor General, Department of Justice, as amicus curiae, for the United States'}, 'stephanos_bibas': {'side': 0, 'role': 'for the respondents'}}",1,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2010
22139,[],2010_09-1498,"{'matthew_d_roberts': {'side': 1, 'role': 'Assistant to the Solicitor General, Department of Justice, for the petitioner'}, 'jeffrey_l_fisher': {'side': 0, 'role': 'for the respondent'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 0}",2010
21905,[],2010_10-382,"{'pratik_shah': {'side': 1, 'role': 'Assistant to the Solicitor General, Department of Justice, for the petitioner'}, 'steven_d_gordon': {'side': 0, 'role': 'For the respondent'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 0}",2010
22729,[],2010_09-846,"{'anthony_a_yang': {'side': 1, 'role': 'Assistant to the Solicitor General, Department of Justice, for the petitioner'}, 'danielle_spinelli': {'side': 0, 'role': 'for the respondent'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 1}",2010
22672,[],2010_09-529,"{'seth_m_galanter': {'side': 1, 'role': 'for the petitioner'}, 'ginger_d_anders': {'side': 2, 'role': 'Assistant to the Solicitor General, Department of Justice, for the United States as amicus curiae supporting the petitioner'}, 'e_duncan_getchell_jr': {'side': 0, 'role': 'Solicitor General of Virginia, for the respondents'}, 'earle_duncan_getchell_jr': {'side': 0, 'role': 'on behalf of the respondents'}}",1,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 1}",2010
21886,[],2010_10-277,"{'theodore_j_boutrous_jr': {'side': 1, 'role': 'for the petitioner'}, 'joseph_m_sellers': {'side': 0, 'role': 'for the respondents'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 0, 'j__elena_kagan': 0}",2010
21513,[],2010_09-996,"{'todd_marshall': {'side': 1, 'role': 'for the petitioner'}, 'michael_b_bigelow': {'side': 0, 'role': 'for the respondent (appointed by the Court)'}, 'michael_r_bigelow': {'side': 0, 'role': 'on behalf of the respondent'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2010
21748,[],2010_09-868,"{'aaron_l_weisman': {'side': 1, 'role': 'for the petitioner'}, 'judith_h_mizner': {'side': 0, 'role': 'for the respondent (appointed by the Court)'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 0, 'j__elena_kagan': 0}",2010
22763,[],2010_08-1314,"{'william_m_jay': {'side': 2, 'role': 'Assistant to the Solicitor General, Department of Justice, for the United States as amicus curiae supporting the petitioners'}, 'gregory_g_garre': {'side': 0, 'role': 'for the respondents'}, 'martin_n__buchanan': {'side': 1, 'role': 'on behalf of the petitioners'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 1}",2010
22060,[],2011_11-182,"{'paul_d_clement': {'side': 1, 'role': 'for the petitioners'}, 'donald_b_verrilli_jr': {'side': 0, 'role': 'Solicitor General, Department of Justice, for the respondent'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 0}",2011
22022,[],2011_11-161,"{'mark_t_stancil': {'side': 1, 'role': 'on behalf of the petitioners'}, 'paul_d_clement': {'side': 0, 'role': 'for the respondents'}}",0,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 0, 'j__elena_kagan': 0}",2011
23188,[],2011_11-159,"{'eric_d_miller': {'side': 1, 'role': 'Assistant to the Solicitor General, Department of Justice, for the petitioner'}, 'charles_a_rothfeld': {'side': 0, 'role': 'for the respondents'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2011
22543,[],2011_10-1320,"{'clifford_m_sloan': {'side': 1, 'role': 'for the petitioner'}, 'dustin_mcdaniel': {'side': 0, 'role': 'Attorney General of Arkansas, for the respondent'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2011
22258,[],2011_10-844,"{'james_f_hurst': {'side': 1, 'role': 'for the petitioners'}, 'benjamin_j_horwich': {'side': 2, 'role': 'Assistant to the Solicitor General, Department of Justice, as amicus curiae, supporting the petitioners'}, 'mark_a_perry': {'side': 0, 'role': 'for the respondents'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2011
22648,[],2011_11-204,"{'thomas_c_goldstein': {'side': 1, 'role': 'for the petitioners'}, 'malcolm_l_stewart': {'side': 2, 'role': 'Deputy Solicitor General, Department of Justice, for the United States as amicus curiae, supporting the petitioners'}, 'paul_d_clement': {'side': 0, 'role': 'for the respondent'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2011
21922,[],2011_10-1016,"{'michael_l_foreman': {'side': 1, 'role': 'for the petitioner'}, 'john_b_howard_jr': {'side': 0, 'role': 'for the respondents'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2011
22659,[],2011_10-948,"{'michael_w_mcconnell': {'side': 1, 'role': 'for the petitioners'}, 'scott_l_nelson': {'side': 0, 'role': 'for the respondents'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2011
22073,[],2011_10-1261,"{'christopher_landau': {'side': 1, 'role': 'for the petitioners'}, 'jeffrey_b_wall': {'side': 2, 'role': 'Assistant to the Solicitor General, Department of Justice, as amicus curiae, for the United States'}, 'jeffrey_i_tilden': {'side': 0, 'role': 'for the respondents'}}",1,"{'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2011
21538,[],2011_11-5683,"{'stephen_e_eberhardt': {'side': 1, 'role': 'for the petitioners'}, 'michael_r_dreeben': {'side': 1, 'role': 'Deputy Solicitor General, Department of Justice, for the respondent in support of petitioner'}, 'miguel_a_estrada': {'side': 2, 'role': 'for amicus curiae appointed by the Court'}}",1,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2011
22761,[],2011_09-958,"{'karin_s_schwartz': {'side': 1, 'role': 'for the petitioner'}, 'edwin_s_kneedler': {'side': 2, 'role': 'Deputy Solicitor General, Department of Justice, for the United States as amicus curiae, supporting the petitioner'}, 'carter_g_phillips': {'side': 0, 'role': 'for the respondents'}}",1,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2011
22069,[],2011_11-45,"{'harvey_a_schwartz': {'side': 1, 'role': 'for the petitioners'}, 'eric_j_feigin': {'side': 0, 'role': 'Assistant to the Solicitor General, Department of Justice, for the respondents'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 0, 'j__elena_kagan': 1}",2011
22565,[],2011_10-1024,"{'eric_j_feigin': {'side': 1, 'role': 'Assistant to the Solicitor General, Department of Justice, for the petitioners'}, 'raymond_cardozo': {'side': 0, 'role': 'for the respondent'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 0}",2011
22604,[],2011_10-1293,"{'donald_b_verrilli_jr': {'side': 1, 'role': 'Solicitor General, Department of Justice, for the petitioners'}, 'carter_g_phillips': {'side': 0, 'role': 'for the Fox Television Stations, Inc. et al. respondents'}, 'seth_p_waxman': {'side': 0, 'role': 'for the ABC, Inc. et al. respondents'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 0, 'j__elena_kagan': 0}",2011
22426,[],2011_10-1018,"{'patricia_a_millett': {'side': 1, 'role': 'for the petitioner'}, 'nicole_saharsky': {'side': 2, 'role': 'Assistant to the Solicitor General, Department of Justice, as amicus curiae, supporting the petitioner'}, 'michael_mcgill': {'side': 0, 'role': 'for the respondent'}, 'michael_a_mcgill': {'side': 0, 'role': 'on behalf of the respondent'}}",1,"{'j__john_g_roberts_jr': 1, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 1, 'j__clarence_thomas': 1, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2011
23090,[],2011_10-708,"{'aaron_m_panner': {'side': 1, 'role': 'for the petitioners'}, 'jeffrey_a_lamken': {'side': 0, 'role': 'for the respondent'}, 'anthony_a_yang': {'side': 2, 'role': 'Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the respondent'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 0, 'j__elena_kagan': 0}",2011
23162,[],2011_10-945,"{'thomas_c_goldstein': {'side': 1, 'role': 'for the petitioner'}, 'carter_g_phillips': {'side': 0, 'role': 'for the respondents'}, 'nicole_saharsky': {'side': 2, 'role': 'Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the respondents'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 1, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 1, 'j__elena_kagan': 1}",2011
22232,[],2011_10-1042,"{'kevin_k_russell': {'side': 1, 'role': 'for the petitioners'}, 'ann_oconnell': {'side': 2, 'role': 'Assistant to the Solicitor General, Department of Justice, for the United States, as amicus curiae, supporting the petitioners'}, 'thomas_m_hefferon': {'side': 0, 'role': 'for the respondent'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 0, 'j__elena_kagan': 0}",2011
21878,[],2011_10-545,"{'anthony_t_falzone': {'side': 1, 'role': 'for the petitioners'}, 'donald_b_verrilli_jr': {'side': 0, 'role': 'Solicitor General, Department of Justice, for the respondents'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 0, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 1, 'j__samuel_a_alito_jr': 1, 'j__sonia_sotomayor': 0}",2011
22248,[],2011_10-895,"{'patricia_a_millett': {'side': 1, 'role': 'for the petitioner'}, 'jonathan_f_mitchell': {'side': 0, 'role': 'Solicitor General of Texas, for the respondent'}, 'ann_oconnell': {'side': 2, 'role': 'Assistant to the Solicitor Gen\xaderal, Department of Justice, for United States, as amicus curiae, supporting the respondent'}}",0,"{'j__john_g_roberts_jr': 0, 'j__antonin_scalia': 1, 'j__anthony_m_kennedy': 0, 'j__clarence_thomas': 0, 'j__ruth_bader_ginsburg': 0, 'j__stephen_g_breyer': 0, 'j__samuel_a_alito_jr': 0, 'j__sonia_sotomayor': 0, 'j__elena_kagan': 0}",2011
